% This data set is also obtained from the task of controlling a F16
% aircraft, although the target variable and attributes are different
% from the ailerons domain. In this case the goal variable is related to
% an action taken on the elevators of the aircraft.
% 
% Characteristics: 8752 cases, 19 continuous attributes 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Original source: Experiments of Rui Camacho (rcamacho@garfield.fe.up.pt). 
@relation elevators
@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute class {<=0.017,(0.017;0.019],(0.019;0.02],(0.02;0.024],>0.024}

@data
-381.0,-19.0,-0.03,0.04,-0.3,-9.0,-3.0,0.006,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-658.0,25.0,0.22,0.24,1.4,-10.0,-20.0,-0.019,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-10.0,-30.0,-0.4,-0.05,1.2,-8.0,3.0,-0.011,0.3,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0.0,0.0002,0.0,-0.0007,<=0.017
-136.0,-42.0,0.19,-0.05,-0.3,-9.0,8.0,0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-23.0,-44.0,-0.16,0.03,1.2,-9.0,0.0,-0.025,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,<=0.017
-147.0,-34.0,0.29,-0.14,0.7,-6.0,16.0,0.001,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-55.0,9.0,-0.41,-0.12,0.4,-6.0,13.0,-0.009,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,<=0.017
-400.0,-52.0,-0.34,0.06,-0.8,-16.0,6.0,0.018,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
45.0,-20.0,-0.11,-0.08,0.4,-6.0,9.0,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
7.0,-40.0,0.22,-0.02,0.7,-5.0,5.0,-0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-205.0,-7.0,-0.29,0.08,0.8,-5.0,-9.0,-0.015,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-170.0,-2.0,0.13,-0.1,-1.3,-11.0,-9.0,0.01,3.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-698.0,2.0,0.27,0.23,1.8,-6.0,-23.0,-0.011,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-670.0,-44.0,0.33,0.05,1.4,-9.0,-4.0,-0.014,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-327.0,-25.0,-0.15,-0.13,-0.7,-16.0,9.0,0.003,3.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
553.0,-39.0,-0.32,-0.03,0.1,-8.0,12.0,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-194.0,-27.0,-0.14,-0.04,-0.8,-19.0,19.0,0.013,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-300.0,-3.0,-0.02,0.03,0.3,-6.0,-3.0,0.003,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-211.0,13.0,0.5,0.21,0.5,-6.0,-14.0,-0.004,-2.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-337.0,11.0,-0.56,0.01,-1.2,-7.0,7.0,-0.001,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-328.0,-75.0,0.37,-0.22,-0.4,-12.0,29.0,0.017,0.8,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005,<=0.017
-592.0,-8.0,0.03,0.07,-0.3,-8.0,2.0,-0.004,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
8.0,-7.0,-0.03,0.1,-1.1,-8.0,-9.0,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-443.0,58.0,-0.19,-0.19,0.4,-6.0,13.0,-0.003,2.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-276.0,-46.0,-0.12,0.01,-2.2,-9.0,5.0,0.013,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-320.0,53.0,-0.21,-0.09,0.3,-6.0,13.0,-0.005,-1.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-275.0,4.0,-0.12,-0.02,-0.7,-9.0,4.0,0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
226.0,-23.0,-0.2,-0.11,-0.7,-8.0,14.0,0.0,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-212.0,-29.0,0.11,0.1,-0.2,-7.0,-14.0,-0.009,1.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-422.0,21.0,-0.33,-0.04,1.4,-12.0,12.0,-0.011,1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-79.0,-26.0,0.19,0.09,0.3,-6.0,-9.0,0.004,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-512.0,4.0,0.1,-0.04,1.7,-4.0,3.0,-0.005,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-320.0,27.0,0.25,0.13,-1.5,-7.0,-13.0,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-3.0,-20.0,-0.04,0.11,-1.2,-8.0,-11.0,0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-77.0,-29.0,-0.75,0.01,0.2,-15.0,10.0,-0.013,-0.1,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012,<=0.017
148.0,-52.0,-0.11,-0.16,-0.4,-12.0,26.0,0.018,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-142.0,-26.0,0.37,0.09,-1.0,-7.0,-10.0,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-143.0,-11.0,-0.41,-0.07,-0.9,-9.0,9.0,0.005,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
233.0,-42.0,-0.23,-0.1,-0.8,-8.0,17.0,0.003,-0.8,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,-0.0002,0.0,-0.0004,<=0.017
-293.0,-13.0,-0.25,0.05,0.2,-6.0,-5.0,-0.003,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-152.0,-22.0,0.23,-0.04,0.1,-13.0,9.0,0.003,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-706.0,-4.0,-0.43,-0.05,-0.5,-8.0,1.0,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-373.0,31.0,-0.28,0.02,0.4,-9.0,3.0,-0.007,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
27.0,-56.0,-0.15,-0.06,-0.4,-15.0,14.0,0.027,0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-116.0,10.0,-0.08,0.11,-0.3,-6.0,-12.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-477.0,-42.0,-0.22,0.01,0.8,-14.0,8.0,0.006,0.0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,<=0.017
34.0,-47.0,-0.44,-0.05,0.4,-13.0,15.0,-0.006,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-151.0,-9.0,0.14,0.05,0.8,-5.0,-4.0,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-16.0,-56.0,-0.04,-0.17,-0.5,-13.0,29.0,0.017,-1.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,<=0.017
-512.0,-25.0,-0.04,0.02,0.1,-10.0,3.0,-0.004,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-82.0,-64.0,0.02,0.04,-0.9,-11.0,0.0,-0.015,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-266.0,7.0,0.22,0.07,-0.7,-10.0,-4.0,0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-415.0,-76.0,0.01,0.04,0.3,-6.0,-4.0,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
112.0,-9.0,-0.18,-0.04,-2.7,-11.0,9.0,0.022,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-75.0,-22.0,-0.27,-0.02,0.4,-6.0,2.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-318.0,-50.0,0.12,0.05,-2.1,-12.0,1.0,0.012,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-371.0,-32.0,-0.22,-0.05,0.8,-14.0,10.0,0.003,-0.1,-0.001,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,<=0.017
-214.0,5.0,0.07,0.18,1.2,-5.0,-20.0,-0.016,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-48.0,-38.0,0.05,0.16,-1.4,-8.0,-18.0,0.005,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-425.0,-28.0,-0.24,-0.06,0.9,-14.0,4.0,0.002,2.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,<=0.017
-454.0,-5.0,0.09,0.24,0.8,-5.0,-28.0,-0.007,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
20.0,-16.0,-0.32,-0.11,1.2,-5.0,11.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
50.0,-44.0,0.23,-0.08,-0.9,-8.0,9.0,0.003,0.2,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0.0,0.0,0.0,-0.0004,<=0.017
-337.0,-4.0,-0.1,0.07,-0.7,-11.0,-4.0,-0.002,-0.2,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,<=0.017
-321.0,-11.0,-0.12,0.05,-0.4,-7.0,-5.0,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-318.0,11.0,0.23,-0.03,0.7,-5.0,-4.0,0.0,1.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-677.0,-26.0,-0.29,-0.07,0.5,-7.0,10.0,-0.002,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-60.0,-3.0,0.21,-0.08,0.3,-6.0,9.0,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-239.0,-11.0,0.2,-0.04,0.6,-5.0,5.0,0.001,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0001,0.0,-0.0003,<=0.017
-427.0,-21.0,0.26,0.01,-0.9,-11.0,4.0,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-243.0,-47.0,-0.43,0.04,0.5,-12.0,8.0,0.005,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-407.0,-14.0,0.3,-0.32,0.8,-5.0,13.0,-0.002,5.7,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,<=0.017
-31.0,-55.0,0.58,-0.05,-0.1,-10.0,7.0,-0.01,-0.1,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007,<=0.017
-599.0,-38.0,0.03,-0.04,0.5,-10.0,-2.0,-0.002,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-326.0,20.0,-0.12,0.03,1.1,-5.0,5.0,-0.012,-1.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-594.0,10.0,-0.15,0.06,-0.6,-10.0,-3.0,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-69.0,-48.0,-0.32,-0.06,0.2,-8.0,7.0,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,<=0.017
370.0,-30.0,-0.14,-0.15,-0.5,-13.0,23.0,0.019,-0.2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,<=0.017
-176.0,-30.0,0.1,0.0,1.4,-5.0,1.0,-0.006,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-221.0,-24.0,0.25,-0.23,-1.2,-8.0,2.0,0.001,5.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-222.0,-15.0,-0.18,-0.07,-0.7,-14.0,17.0,-0.004,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-290.0,-4.0,-0.13,0.09,-0.2,-6.0,-9.0,0.008,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-43.0,19.0,-0.1,-0.09,1.4,-15.0,18.0,0.001,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-104.0,-26.0,-0.35,-0.06,1.3,-14.0,12.0,-0.02,0.4,-0.0009,-0.001,-0.001,-0.0012,0.0001,0.0,0.0002,0.0,-0.0012,<=0.017
-640.0,2.0,-0.25,0.03,-0.4,-6.0,-4.0,-0.001,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
85.0,-34.0,0.22,-0.16,-0.7,-7.0,19.0,0.009,0.1,-0.0003,-0.0003,-0.0003,-0.0002,-0.0002,0.0,-0.0001,0.0,-0.0002,<=0.017
-65.0,-32.0,-0.22,0.2,0.4,-7.0,-22.0,-0.012,0.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,<=0.017
108.0,-62.0,-0.4,-0.07,0.1,-8.0,9.0,0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
114.0,-43.0,-0.02,-0.11,-0.3,-7.0,14.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-505.0,9.0,0.05,-0.21,2.9,-3.0,22.0,-0.006,1.5,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,<=0.017
-244.0,-28.0,-0.04,-0.02,0.2,-13.0,8.0,0.001,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,<=0.017
-107.0,24.0,-0.11,0.16,1.0,-5.0,-18.0,-0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-155.0,-20.0,0.16,0.12,0.8,-6.0,-13.0,-0.004,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,<=0.017
-153.0,-24.0,-0.34,-0.26,0.2,-7.0,11.0,-0.008,5.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
278.0,-32.0,-0.18,-0.19,0.3,-7.0,24.0,0.0,-1.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-84.0,-18.0,0.16,0.1,-1.9,-9.0,-9.0,0.01,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-424.0,41.0,-0.5,-0.04,0.4,-16.0,11.0,0.002,0.6,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,<=0.017
-155.0,-12.0,0.23,0.0,0.6,-5.0,1.0,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-83.0,-12.0,0.13,0.09,-0.2,-7.0,-8.0,-0.006,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-158.0,14.0,0.2,-0.06,0.6,-6.0,8.0,0.005,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-114.0,-38.0,-0.2,0.0,-0.8,-9.0,3.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0001,0.0,-0.0006,<=0.017
-185.0,-7.0,-0.07,-0.1,1.1,-6.0,7.0,-0.011,2.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-256.0,-30.0,-0.36,0.0,0.3,-6.0,1.0,-0.01,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-432.0,-24.0,-0.14,-0.1,0.7,-12.0,15.0,0.015,1.9,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,<=0.017
-610.0,13.0,0.25,-0.06,1.8,-13.0,16.0,-0.011,-0.6,-0.001,-0.001,-0.001,-0.001,-0.0002,0.0,0.0,0.0,-0.001,<=0.017
-420.0,-15.0,-0.23,0.01,0.1,-6.0,0.0,-0.005,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
101.0,38.0,-0.25,0.07,-0.7,-9.0,-6.0,-0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-120.0,-30.0,-0.57,-0.01,0.1,-7.0,2.0,-0.029,0.0,-0.0007,-0.0008,-0.0008,-0.001,0.0001,0.0,0.0002,0.0,-0.001,<=0.017
-324.0,9.0,0.14,0.13,0.1,-6.0,-14.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-139.0,-34.0,-0.1,0.04,1.8,-5.0,-6.0,-0.027,0.3,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,<=0.017
-201.0,-53.0,0.6,-0.13,-1.0,-11.0,13.0,0.011,1.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-74.0,-38.0,-0.32,-0.09,1.5,-6.0,14.0,-0.01,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,<=0.017
-312.0,-43.0,0.34,0.1,-2.0,-12.0,-5.0,0.013,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-233.0,14.0,0.07,0.04,0.6,-5.0,-12.0,-0.006,0.6,-0.0005,-0.0005,-0.0005,-0.0004,-0.0002,0.0,-0.0001,0.0,-0.0004,<=0.017
-27.0,-17.0,-0.21,-0.04,0.4,-7.0,5.0,-0.008,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,<=0.017
-34.0,-20.0,-0.06,0.12,1.6,-5.0,-16.0,-0.023,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-106.0,-10.0,-0.1,-0.1,-1.0,-8.0,19.0,0.007,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
177.0,-27.0,0.15,-0.14,1.6,-4.0,18.0,-0.008,-0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-339.0,-18.0,0.23,0.09,-0.6,-7.0,-10.0,0.006,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-169.0,-38.0,-0.1,0.08,-0.3,-12.0,-3.0,-0.01,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-47.0,-19.0,-0.11,0.02,-0.7,-11.0,4.0,0.0,-0.3,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,<=0.017
-150.0,-26.0,0.31,0.0,1.0,-5.0,1.0,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-160.0,6.0,-0.24,-0.05,0.4,-6.0,5.0,-0.01,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,<=0.017
-191.0,-32.0,0.45,0.02,1.3,-12.0,8.0,-0.018,-2.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,<=0.017
-121.0,-32.0,-0.18,-0.03,0.6,-6.0,4.0,-0.012,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-252.0,-25.0,-0.33,-0.01,1.4,-5.0,1.0,-0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
5.0,-54.0,-0.37,-0.04,0.3,-12.0,8.0,-0.026,0.5,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0.0,0.0,0.0,-0.0012,<=0.017
-238.0,-48.0,-0.28,0.08,0.7,-6.0,-7.0,-0.03,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,<=0.017
-6.0,-34.0,-0.28,-0.08,0.3,-7.0,13.0,-0.007,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,<=0.017
-375.0,-1.0,-0.71,0.0,-1.2,-13.0,1.0,0.015,3.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,<=0.017
-152.0,-34.0,-0.37,0.11,-0.5,-7.0,-18.0,0.017,0.5,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,<=0.017
-113.0,-69.0,-0.2,-0.1,0.4,-10.0,15.0,-0.013,0.5,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0.0,0.0,0.0,-0.0008,<=0.017
-64.0,-25.0,-0.39,0.0,-0.7,-9.0,3.0,0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-219.0,-38.0,-0.28,-0.06,-0.7,-7.0,7.0,-0.01,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,<=0.017
-143.0,23.0,-0.1,-0.03,0.2,-13.0,2.0,0.021,2.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,<=0.017
-296.0,37.0,0.07,-0.1,0.1,-6.0,12.0,-0.006,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
228.0,-22.0,-0.3,-0.05,-0.9,-9.0,7.0,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,<=0.017
-244.0,-33.0,-0.22,0.01,-0.8,-7.0,1.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,<=0.017
-215.0,-19.0,-0.12,0.03,1.5,-9.0,5.0,-0.011,-1.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,<=0.017
-261.0,-16.0,0.32,-0.35,-0.5,-10.0,22.0,0.016,7.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-571.0,-18.0,-0.25,-0.02,-0.7,-7.0,3.0,0.011,0.0,-0.0002,-0.0002,-0.0002,-0.0003,0.0,0.0,0.0,0.0,-0.0003,<=0.017
-341.0,-2.0,-0.18,-0.08,0.8,-8.0,-3.0,-0.016,4.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,<=0.017
-217.0,-31.0,-0.03,0.06,-0.2,-13.0,1.0,0.001,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,<=0.017
