% This database was designed on the basis of data provided by US Census
% Bureau [http://www.census.gov] (under Lookup Access
% [http://www.census.gov/cdrom/lookup]: Summary Tape File 1). The data
% were collected as part of the 1990 US census. These are mostly counts
% cumulated at different survey levels. For the purpose of this data set
% a level State-Place was used. Data from all states was obtained. Most
% of the counts were changed into appropriate proportions.  There are 4
% different data sets obtained from this database: House(8H) House(8L)
% House(16H) House(16L) These are all concerned with predicting the
% median price of the house in the region based on demographic
% composition and a state of housing market in the region. A number in
% the name signifies the number of attributes of the data set. A
% following letter denotes a very rough approximation to the difficulty
% of the task. For Low task difficulty, more correlated attributes were
% chosen as signified by univariate smooth fit of that input on the
% target. Tasks with High difficulty have had their attributes chosen to
% make the modelling more difficult due to higher variance or lower
% correlation of the inputs to the target.
% 
% Original source: DELVE repository of data. 
% Source: collection of regression datasets by Luis Torgo (ltorgo@ncc.up.pt) at
% http://www.ncc.up.pt/~ltorgo/Regression/DataSets.html
% Characteristics: 22784 cases, 9 continuous attributes.
@relation house_8L.arff
@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute class {<=18400.0,(18400.0;28100.0],(28100.0;39800.0],(39800.0;65200.0],>65200.0}

@data
62.0,0.0,0.5125,0.7258065,0.0,0.0,5.5,0.0,<=18400.0
61.0,0.0165746,0.4696133,0.8032787,0.0,0.0,5.125,0.0,<=18400.0
234.0,0.0,0.358349,0.5555556,0.0,0.2903226,6.0457143,0.5555556,<=18400.0
137.0,0.0059524,0.4494048,0.649635,0.0,0.2105263,6.1025641,0.25,<=18400.0
70.0,0.0,0.4630872,0.5857143,0.0,0.25,5.8518519,1.0,<=18400.0
95.0,0.0,0.4926108,0.5789474,0.0,0.0,6.1044776,0.0,<=18400.0
16.0,0.0,0.4166667,0.75,0.0,0.0,5.7857143,0.0,<=18400.0
42.0,0.0,0.5393258,0.6666667,0.0,0.047619,5.9189189,1.0,<=18400.0
251.0,0.0015314,0.3675345,0.5776892,0.0,0.2631579,6.1473684,1.0,<=18400.0
55.0,0.0,0.3787879,0.7090909,0.0,0.1666667,5.2272727,1.0,<=18400.0
24.0,0.0,0.6101695,0.7916667,0.0,0.0,5.2380952,0.0,<=18400.0
4.0,0.0,0.2857143,0.5,0.0,0.0,5.25,0.0,<=18400.0
231.0,0.0037106,0.4656772,0.6623377,0.004329,0.2142857,6.1038251,1.0,<=18400.0
2886.0,0.000821,0.3961999,0.6947332,0.6749827,0.1352113,5.653169,0.7291667,<=18400.0
277.0,0.0,0.4090909,0.6064982,0.0,0.2580645,5.6875,0.75,<=18400.0
56.0,0.0,0.443609,0.6964286,0.0,0.2,5.84,1.0,<=18400.0
435.0,0.0,0.4002112,0.5862069,0.0,0.04,5.6848138,0.75,<=18400.0
123.0,0.0033898,0.4338983,0.6504065,0.0,0.2777778,5.9247312,1.0,<=18400.0
28.0,0.0,0.5063291,0.8214286,0.0,0.0,6.04,0.0,<=18400.0
94.0,0.0,0.4545455,0.6702128,0.0,0.25,5.9722222,1.0,<=18400.0
385.0,0.0,0.5059037,0.8207792,0.0779221,0.1555556,6.1420118,0.0,<=18400.0
90.0,0.0,0.4751131,0.7,0.0444444,0.2727273,5.4516129,1.0,<=18400.0
46.0,0.0,0.4803922,0.6086957,0.0,0.0588235,6.0294118,1.0,<=18400.0
175.0,0.0078534,0.408377,0.6571429,0.0,0.0212766,4.8769231,1.0,<=18400.0
139.0,0.0,0.4489796,0.6618705,0.0,0.2083333,5.5132743,0.6,<=18400.0
68.0,0.0,0.4233129,0.6617647,0.0,0.0645161,6.1272727,1.0,<=18400.0
35.0,0.0,0.55,0.7714286,0.0285714,0.0,5.862069,0.0,<=18400.0
189.0,0.005597,0.4029851,0.6878307,0.0,0.0833333,6.3405797,1.0,<=18400.0
39.0,0.0,0.4945055,0.6153846,0.0,0.2,6.1111111,0.6666667,<=18400.0
450.0,0.0017376,0.4465682,0.6155556,0.0044444,0.0319149,5.6584507,0.6666667,<=18400.0
936.0,0.0005298,0.397351,0.8707265,0.0,0.046875,3.9656652,0.8333333,<=18400.0
109.0,0.0,0.4731544,0.7155963,0.0,0.0,5.8426966,0.0,<=18400.0
7.0,0.0,0.5,0.5714286,0.0,0.0,5.0,0.0,<=18400.0
51.0,0.0,0.4322034,0.6078431,0.0,0.0833333,5.8611111,1.0,<=18400.0
145.0,0.0055866,0.3994413,0.6896552,0.0068966,0.0,5.1808511,0.0,<=18400.0
47.0,0.0,0.4444444,0.6595745,0.0,0.125,5.4782609,0.0,<=18400.0
59.0,0.0202703,0.4932432,0.6271186,0.0,0.0,5.627451,0.0,<=18400.0
73.0,0.0,0.4640884,0.7260274,0.0136986,0.0,5.125,0.0,<=18400.0
153.0,0.0,0.4684211,0.7058824,0.0,0.25,5.480916,1.0,<=18400.0
93.0,0.0,0.4424779,0.6774194,0.0,0.0833333,4.872093,0.5,<=18400.0
167.0,0.0,0.4318182,0.6407186,0.0,0.2083333,6.1478873,0.8,<=18400.0
40.0,0.0,0.4224138,0.775,0.075,0.3333333,5.0606061,0.0,<=18400.0
72.0,0.0,0.4679803,0.8194444,0.0,0.1538462,5.8064516,1.0,<=18400.0
63.0,0.0,0.3662791,0.6825397,0.0,0.15,6.3137255,1.0,<=18400.0
61.0,0.0204082,0.4217687,0.557377,0.6885246,0.0,5.7948718,0.0,<=18400.0
100.0,0.0,0.5243056,0.82,0.0,0.28,5.0116279,0.7142857,<=18400.0
97.0,0.0,0.4782609,0.6597938,0.0,0.1111111,5.7875,0.5,<=18400.0
263.0,0.0050934,0.3989813,0.6007605,0.0,0.4230769,5.8159204,0.8181818,<=18400.0
55.0,0.013245,0.4304636,0.7090909,0.0,0.0833333,6.12,1.0,<=18400.0
22.0,0.0,0.4528302,0.7727273,0.0,0.0,5.6363636,0.0,<=18400.0
46.0,0.0,0.4344262,0.7826087,0.0,0.0,5.9534884,0.0,<=18400.0
179.0,0.0,0.4929907,0.7094972,0.0,0.3636364,4.8333333,0.875,<=18400.0
54.0,0.0,0.4444444,0.7037037,0.0,0.0,5.0,0.0,<=18400.0
43.0,0.0,0.4642857,0.5581395,0.0,0.0909091,5.8974359,1.0,<=18400.0
24.0,0.0,0.5428571,0.8333333,0.0,0.1111111,6.6470588,1.0,<=18400.0
15.0,0.0,0.4761905,0.6666667,0.0,0.0,2.2857143,0.0,<=18400.0
211.0,0.0,0.4247423,0.6208531,0.0,0.0909091,6.1488095,0.6,<=18400.0
31.0,0.0,0.5633803,0.6129032,0.0,0.0,5.3793103,0.0,<=18400.0
96.0,0.0,0.4401709,0.71875,0.0104167,0.0,6.3580247,0.0,<=18400.0
47.0,0.0,0.4537815,0.6595745,0.0,0.3,6.21875,1.0,<=18400.0
632.0,0.0022124,0.4330752,0.7167722,0.1724684,0.265625,4.9791667,0.5882353,<=18400.0
249.0,0.0030769,0.4769231,0.7188755,0.0040161,0.125,5.3411765,0.75,<=18400.0
37.0,0.0,0.4673913,0.6486486,0.9189189,0.0,5.5185185,0.0,<=18400.0
35.0,0.0,0.4606742,0.6857143,0.0,0.25,5.3030303,1.0,<=18400.0
256.0,0.0,0.4616588,0.6953125,0.03125,0.212766,5.0310881,0.9,<=18400.0
634.0,0.0005621,0.4227094,0.7176656,0.351735,0.1348315,5.4433498,0.9166667,<=18400.0
27.0,0.0,0.5061728,0.8888889,0.0,0.3333333,6.28,1.0,<=18400.0
476.0,0.0,0.432497,0.8214286,0.0,0.0888889,4.872818,0.75,<=18400.0
12.0,0.0,0.3142857,0.5833333,0.0,0.0,6.6363636,0.0,<=18400.0
39.0,0.0,0.4269663,0.7692308,0.0,0.3333333,6.4848485,1.0,<=18400.0
72.0,0.0,0.5121951,0.6527778,0.0,0.5,5.7446809,0.6666667,<=18400.0
42.0,0.0,0.3987342,0.7619048,0.0,0.0,4.1428571,0.0,<=18400.0
24.0,0.0,0.3797468,0.6666667,0.0,0.6666667,6.5,1.0,<=18400.0
218.0,0.0,0.4752475,0.6834862,0.0,0.2,4.8757062,0.5714286,<=18400.0
32.0,0.0,0.4756098,0.59375,0.0,0.0,3.6153846,0.0,<=18400.0
42.0,0.0,0.4553571,0.7380952,0.0,0.375,5.9,1.0,<=18400.0
90.0,0.0,0.4980545,0.8,0.0,0.1538462,5.4605263,1.0,<=18400.0
266.0,0.0,0.4304,0.6390977,0.0,0.0243902,5.7061856,0.0,<=18400.0
83.0,0.0,0.4468085,0.6385542,0.0,0.0454545,5.578125,0.5,<=18400.0
293.0,0.0,0.460274,0.6860068,0.0136519,0.0833333,5.3577236,0.0,<=18400.0
98.0,0.0,0.4907749,0.744898,0.0,0.125,5.7236842,1.0,<=18400.0
252.0,0.0,0.4696429,0.6269841,0.0,0.15,6.1306533,0.6666667,<=18400.0
37.0,0.0,0.3333333,0.7027027,0.0,0.5,5.4482759,0.5,<=18400.0
39.0,0.0,0.5154639,0.7435897,0.0,0.0,5.1875,0.0,<=18400.0
53.0,0.0067568,0.4594595,0.7735849,0.0188679,0.25,6.25,0.0,<=18400.0
766.0,0.0005875,0.4905993,0.6475196,0.1462141,0.1216216,5.237435,0.7777778,<=18400.0
113.0,0.0,0.3786765,0.6902655,0.0,0.2,6.1609195,1.0,<=18400.0
61.0,0.0,0.5460526,0.6721311,0.0,0.0294118,5.1538462,1.0,<=18400.0
36.0,0.0,0.3882353,0.5833333,0.0,0.0,4.5483871,0.0,<=18400.0
353.0,0.0,0.4172662,0.6260623,0.0,0.1857143,6.2070175,0.8461538,<=18400.0
176.0,0.0,0.4505747,0.6988636,0.0,0.2142857,5.6066667,0.6666667,<=18400.0
315.0,0.0025284,0.4323641,0.6507937,0.0,0.1904762,5.9227468,0.5,<=18400.0
41.0,0.0,0.4565217,0.7804878,0.0,0.0,6.15,0.0,<=18400.0
42.0,0.0,0.4173913,0.7619048,0.0,0.5,5.3513514,1.0,<=18400.0
25.0,0.0,0.3650794,0.72,0.0,0.0,5.6875,0.0,<=18400.0
128.0,0.0,0.3269231,0.65625,0.65625,0.0,5.7014925,0.0,<=18400.0
65.0,0.0,0.4647059,0.6769231,0.0,0.3333333,5.2166667,0.5,<=18400.0
14.0,0.0,0.4545455,0.5714286,0.0,0.2,5.7692308,0.0,<=18400.0
215.0,0.0,0.453913,0.7162791,0.0,0.1,6.2711864,1.0,<=18400.0
15.0,0.0,0.53125,0.6,0.0,0.0,4.3076923,0.0,<=18400.0
117.0,0.0072727,0.4909091,0.7008547,0.0,0.2631579,5.7263158,0.2,<=18400.0
559.0,0.0,0.426087,0.6261181,0.0,0.0701754,5.9658793,1.0,<=18400.0
393.0,0.0043716,0.4491803,0.6310433,0.0,0.1139241,5.2517986,0.5555556,<=18400.0
332.0,0.0,0.3745271,0.6475904,0.0,0.3239437,6.0143885,0.8695652,<=18400.0
114.0,0.0,0.4653465,0.6491228,0.0,0.0,5.989011,0.0,<=18400.0
91.0,0.0,0.4341463,0.5934066,0.0,0.0465116,5.328125,0.0,<=18400.0
98.0,0.0,0.4820513,0.5612245,0.0,0.3428571,5.6027397,0.9166667,<=18400.0
171.0,0.0023202,0.512761,0.7251462,0.0,0.21875,6.0367647,0.8571429,<=18400.0
955.0,0.0010288,0.409808,0.7528796,0.0544503,0.109589,5.2609971,1.0,<=18400.0
105.0,0.0,0.4763948,0.6571429,0.0,0.3636364,4.9240506,1.0,<=18400.0
26.0,0.0,0.3972603,0.6538462,0.0,0.0,5.3636364,0.0,<=18400.0
127.0,0.0067568,0.4324324,0.6377953,0.0,0.2,5.6086957,0.8333333,<=18400.0
21.0,0.0,0.6,0.5238095,0.0,0.0,5.6111111,0.0,<=18400.0
46.0,0.0,0.4190476,0.7173913,0.0,0.125,6.4634146,1.0,<=18400.0
167.0,0.0038986,0.4366472,0.7065868,0.0,0.1492537,5.4273504,0.8,<=18400.0
369.0,0.0011682,0.4602804,0.6558266,0.00271,0.1025641,6.4166667,0.5,<=18400.0
39.0,0.0,0.3894737,0.6410256,0.0,0.0588235,4.4193548,1.0,<=18400.0
43.0,0.0,0.3909774,0.7674419,0.0,0.2,5.4333333,0.3333333,<=18400.0
32.0,0.0,0.4675325,0.6875,0.0,0.2,6.3076923,1.0,<=18400.0
33.0,0.0,0.5308642,0.7878788,0.4242424,0.0,5.0869565,0.0,<=18400.0
147.0,0.0,0.4444444,0.5578231,0.0,0.1944444,5.375,1.0,<=18400.0
276.0,0.0,0.4793153,0.7282609,0.0,0.1333333,4.6073059,0.9166667,<=18400.0
10.0,0.0,0.5789474,0.5,0.0,0.0909091,5.0,1.0,<=18400.0
298.0,0.0,0.4054795,0.6510067,0.0,0.1142857,6.322449,0.75,<=18400.0
71.0,0.0058824,0.3411765,0.7042254,0.0,0.1666667,4.8548387,0.0,<=18400.0
71.0,0.0064103,0.4038462,0.6760563,0.0,0.0,5.6119403,0.0,<=18400.0
82.0,0.0,0.4819277,0.804878,0.0121951,0.1111111,5.7794118,0.0,<=18400.0
65.0,0.0,0.4370861,0.6769231,0.0,0.0714286,6.254902,1.0,<=18400.0
172.0,0.0,0.4717833,0.7093023,0.0,0.1186441,5.4615385,1.0,<=18400.0
146.0,0.0,0.489426,0.6438356,0.0,0.0666667,5.6393443,0.6666667,<=18400.0
118.0,0.0,0.4196078,0.6525424,0.0,0.047619,6.0816327,0.0,<=18400.0
138.0,0.0,0.4270463,0.5507246,0.0,0.2,6.3820225,1.0,<=18400.0
31.0,0.0,0.516129,0.5483871,0.0,0.0,5.5416667,0.0,<=18400.0
70.0,0.0,0.4556213,0.6857143,0.0,0.4285714,5.557377,0.6666667,<=18400.0
376.0,0.0,0.4791271,0.7367021,0.3909574,0.1590909,5.2566667,0.5714286,<=18400.0
124.0,0.0106762,0.4448399,0.6854839,0.0,0.1304348,5.4455446,1.0,<=18400.0
51.0,0.0,0.509434,0.6470588,0.0,0.1666667,5.2888889,1.0,<=18400.0
159.0,0.0020833,0.5125,0.8427673,0.0,0.2413793,4.7913669,0.8571429,<=18400.0
23.0,0.0,0.4385965,0.6956522,0.0,0.0,6.3888889,0.0,<=18400.0
48.0,0.0,0.531746,0.7708333,0.0,0.4,4.9069767,1.0,<=18400.0
145.0,0.0,0.4186851,0.6,0.0,0.25,5.4827586,0.8,<=18400.0
97.0,0.0149254,0.4962687,0.7628866,0.0103093,0.0714286,5.472973,1.0,<=18400.0
93.0,0.0043478,0.4,0.6774194,0.0,0.1666667,5.5308642,0.5,<=18400.0
32.0,0.0,0.5,0.6875,0.0,0.0714286,5.25,1.0,<=18400.0
48.0,0.0,0.4835165,0.5416667,0.0,0.0,5.55,0.0,<=18400.0
98.0,0.0,0.4423963,0.6734694,0.0,0.125,5.2375,1.0,<=18400.0
39.0,0.0,0.5212766,0.6923077,0.0,0.2222222,5.1176471,0.75,<=18400.0
139.0,0.0,0.4311377,0.7194245,0.0,0.2,6.0,0.5,<=18400.0
67.0,0.0062893,0.4716981,0.641791,0.0,0.3636364,5.76,0.75,<=18400.0
512.0,0.0008993,0.3705036,0.6308594,0.0,0.0625,6.1375,1.0,<=18400.0
5.0,0.0,0.5294118,1.0,0.0,0.0,6.75,0.0,<=18400.0
909.0,0.0019277,0.4583133,0.650165,0.1848185,0.1298701,5.7633333,0.6,<=18400.0
136.0,0.0,0.4747774,0.7720588,0.0294118,0.0,5.1478261,0.0,<=18400.0
66.0,0.0,0.4720497,0.6363636,0.0,0.2,5.9074074,1.0,<=18400.0
317.0,0.001368,0.3939808,0.6088328,0.0031546,0.0810811,6.1699605,0.3333333,<=18400.0
88.0,0.0022936,0.309633,0.7840909,0.0,0.0,5.9615385,0.0,<=18400.0
118.0,0.0,0.464539,0.6779661,0.0,0.0,6.3298969,0.0,<=18400.0
313.0,0.0013158,0.4092105,0.5846645,0.0031949,0.3066667,5.8382979,0.826087,<=18400.0
391.0,0.0,0.4146577,0.6905371,0.2838875,0.1428571,4.8333333,0.75,<=18400.0
34.0,0.0,0.4716981,0.8235294,0.0,0.0,5.9032258,0.0,<=18400.0
368.0,0.001221,0.4688645,0.6467391,0.0353261,0.2040816,5.4828767,1.0,<=18400.0
71.0,0.0,0.4431138,0.7605634,0.0140845,0.0909091,5.9677419,1.0,<=18400.0
10.0,0.0,0.6666667,0.3,0.1,0.2222222,6.0,1.0,<=18400.0
261.0,0.0,0.4453642,0.6398467,0.0,0.3111111,6.3768844,0.9285714,<=18400.0
237.0,0.0,0.4577922,0.7088608,0.1181435,0.2121212,5.5053191,0.2857143,<=18400.0
9.0,0.0,0.3043478,0.7777778,0.0,0.0,6.8888889,0.0,<=18400.0
170.0,0.0026178,0.4633508,0.6,0.0,0.2142857,5.2857143,0.6666667,<=18400.0
173.0,0.0055402,0.4072022,0.6416185,0.0057803,0.1818182,5.9307692,1.0,<=18400.0
98.0,0.0,0.3646209,0.6530612,0.9897959,0.1333333,4.9605263,0.5,<=18400.0
27.0,0.0,0.4464286,0.5555556,0.0,0.0,5.3809524,0.0,<=18400.0
512.0,0.003252,0.4113821,0.6464844,0.0488281,0.2528736,5.3873626,0.6818182,<=18400.0
90.0,0.0,0.4895397,0.7777778,0.0,0.125,5.7763158,0.6666667,<=18400.0
12.0,0.0,0.6538462,0.5833333,0.0,0.0,5.2222222,0.0,<=18400.0
99.0,0.0,0.4252874,0.6262626,0.0,0.0,5.1265823,0.0,<=18400.0
381.0,0.0010288,0.4331276,0.687664,0.0,0.0535714,5.3175676,1.0,<=18400.0
1031.0,0.0051262,0.5059148,0.6411251,0.0077595,0.0989011,4.9056122,0.3333333,<=18400.0
63.0,0.0,0.4205128,0.7619048,0.0952381,0.0,5.0392157,0.0,<=18400.0
48.0,0.0,0.4958678,0.7083333,0.0,0.1,6.2272727,1.0,<=18400.0
99.0,0.0,0.4585366,0.6262626,0.0,0.1538462,5.6794872,0.5,<=18400.0
106.0,0.0078125,0.5507812,0.6886792,0.0,0.0714286,5.6785714,1.0,<=18400.0
84.0,0.0,0.3498099,0.797619,1.0,0.0,5.2333333,0.0,<=18400.0
406.0,0.0,0.4226384,0.7857143,0.046798,0.1904762,5.3527508,0.6666667,<=18400.0
65.0,0.0,0.3959732,0.6153846,0.2307692,0.1578947,5.4693878,1.0,<=18400.0
428.0,0.0,0.3367416,0.7172897,0.932243,0.1904762,5.6192661,0.25,<=18400.0
139.0,0.0,0.4705882,0.6978417,0.0,0.1428571,5.7181818,1.0,<=18400.0
103.0,0.0,0.4289544,0.8058252,0.0,0.0,4.0989011,0.0,<=18400.0
88.0,0.0,0.5084746,0.6022727,0.0,0.0,5.3972603,0.0,<=18400.0
320.0,0.0014306,0.4506438,0.615625,0.0,0.0512821,5.7801724,1.0,<=18400.0
165.0,0.0022173,0.4190687,0.7090909,0.0,0.0810811,4.7698413,0.3333333,<=18400.0
296.0,0.0075758,0.4545455,0.6317568,0.0,0.3714286,6.0125,0.8461538,<=18400.0
78.0,0.0,0.4921466,0.6153846,0.0,0.0,6.0684932,0.0,<=18400.0
12.0,0.0,0.6,0.6666667,0.0,0.0,6.6666667,0.0,<=18400.0
33.0,0.0,0.3947368,0.6060606,0.0,0.2222222,7.12,0.5,<=18400.0
140.0,0.0,0.4859551,0.65,0.0071429,0.0,4.699115,0.0,<=18400.0
34.0,0.0,0.4158416,0.5882353,0.9411765,0.0,5.2962963,0.0,<=18400.0
56.0,0.0,0.4453125,0.6071429,0.0,0.2,5.9777778,1.0,<=18400.0
30.0,0.0,0.5,0.6,1.0,0.0,5.1071429,0.0,<=18400.0
45.0,0.0,0.4952381,0.6888889,0.0,0.3636364,6.0526316,0.75,<=18400.0
42.0,0.0,0.4782609,0.5952381,0.0,0.5,5.7297297,0.5,<=18400.0
297.0,0.0014104,0.4682652,0.6397306,0.0,0.2096774,5.3590909,0.9230769,<=18400.0
444.0,0.0,0.4699215,0.6981982,0.0,0.3611111,5.2533693,0.7692308,<=18400.0
40.0,0.0,0.5208333,0.725,0.0,0.125,5.34375,1.0,<=18400.0
488.0,0.0,0.4839468,0.692623,0.3729508,0.0697674,5.4151436,0.3333333,<=18400.0
95.0,0.0,0.4,0.7473684,0.3578947,0.1818182,5.3380282,0.5,<=18400.0
60.0,0.0,0.4573171,0.7333333,0.0,0.1666667,5.66,1.0,<=18400.0
183.0,0.0,0.44,0.9016393,0.0,0.0588235,3.8560606,0.3333333,<=18400.0
1226.0,0.002126,0.4315706,0.7544861,0.0301794,0.1145374,5.3171857,0.8461538,<=18400.0
671.0,0.0,0.3572736,0.7436662,0.8986587,0.0757576,5.5295775,1.0,<=18400.0
18.0,0.0,0.3783784,0.5,0.0,0.6666667,5.5,0.5,<=18400.0
7.0,0.0,0.5,0.7142857,0.0,0.0,5.8333333,0.0,<=18400.0
269.0,0.0043415,0.487699,0.7249071,0.1524164,0.1111111,5.2032967,0.6666667,<=18400.0
176.0,0.0,0.4331897,0.7272727,0.1477273,0.0,5.9858156,0.0,<=18400.0
283.0,0.0,0.437058,0.664311,0.614841,0.16,5.7336683,1.0,<=18400.0
111.0,0.0,0.4169884,0.7387387,0.0,0.25,6.1894737,1.0,<=18400.0
23.0,0.0,0.5,0.6521739,0.0,0.1666667,5.2857143,0.0,<=18400.0
62.0,0.0,0.4244186,0.6935484,0.016129,0.0909091,4.5510204,1.0,<=18400.0
263.0,0.0014296,0.3423874,0.9657795,0.0,0.0,3.6041667,0.0,<=18400.0
52.0,0.0081967,0.4918033,0.7115385,0.0,0.2,5.3913043,1.0,<=18400.0
303.0,0.0042135,0.383427,0.5973597,0.0,0.3478261,5.92607,0.75,<=18400.0
77.0,0.0,0.483871,0.7012987,0.0,0.1071429,5.6101695,1.0,<=18400.0
30.0,0.031746,0.4603175,0.5666667,0.0,0.3333333,5.6538462,0.75,<=18400.0
36.0,0.0,0.5747126,0.6944444,0.0,0.0,5.9117647,0.0,<=18400.0
61.0,0.0,0.4700855,0.5081967,0.0,0.137931,5.7727273,1.0,<=18400.0
85.0,0.003937,0.3110236,0.6352941,0.9764706,0.25,4.8644068,1.0,<=18400.0
157.0,0.0,0.339719,0.9044586,0.0063694,0.0555556,3.4067797,1.0,<=18400.0
38.0,0.0,0.4950495,0.8684211,0.0,0.0,6.1,0.0,<=18400.0
247.0,0.0,0.4466019,0.805668,0.1497976,0.2173913,5.3608247,0.6,<=18400.0
232.0,0.0019724,0.4457594,0.637931,0.0258621,0.24,5.1842105,0.8333333,<=18400.0
84.0,0.0,0.479798,0.6904762,0.0,0.0967742,5.7333333,0.6666667,<=18400.0
378.0,0.0072595,0.4192377,0.7910053,0.0026455,0.0740741,5.0905923,0.875,<=18400.0
130.0,0.0066225,0.4933775,0.6307692,0.0,0.25,5.4795918,0.8333333,<=18400.0
271.0,0.0,0.4651163,0.6789668,0.1070111,0.147541,5.529703,0.7777778,<=18400.0
41.0,0.0,0.4433962,0.7804878,0.0243902,0.0,6.0285714,0.0,<=18400.0
86.0,0.0,0.4639175,0.755814,0.0,0.0909091,5.835443,1.0,<=18400.0
1823.0,0.0013009,0.4138155,0.8913878,0.0016456,0.0,3.9075145,0.0,<=18400.0
84.0,0.0,0.3782383,0.6309524,0.0,0.1666667,5.6615385,0.8,<=18400.0
347.0,0.0,0.4157088,0.7233429,0.9971182,0.0434783,5.27,1.0,<=18400.0
669.0,0.0018304,0.456986,0.6950673,0.0,0.1205674,5.0200803,0.8823529,<=18400.0
177.0,0.0,0.4068716,0.740113,0.700565,0.1627907,5.3129771,0.2857143,<=18400.0
569.0,0.0,0.4342105,0.6449912,0.0,0.2258065,6.1240876,0.7142857,<=18400.0
139.0,0.0034722,0.3993056,0.6258993,0.0,0.2093023,6.0686275,0.5555556,<=18400.0
69.0,0.0,0.5206612,0.5217391,0.0,0.1,5.5614035,1.0,<=18400.0
324.0,0.0,0.4329004,0.6604938,0.0061728,0.1724138,6.2796935,0.8,<=18400.0
95.0,0.0,0.5291667,0.6631579,0.0,0.1,5.5405405,1.0,<=18400.0
506.0,0.0014848,0.4179659,0.687747,0.0632411,0.0638298,5.539726,0.6666667,<=18400.0
58.0,0.0,0.4714286,0.6206897,0.0,0.0,6.462963,0.0,<=18400.0
41.0,0.0,0.4615385,0.7560976,0.0,0.0,5.1851852,0.0,<=18400.0
11.0,0.0,0.6538462,0.8181818,0.0,0.2222222,4.25,0.0,<=18400.0
1793.0,0.0008423,0.4135607,0.6809816,0.0680424,0.1474531,5.3906486,0.4545455,<=18400.0
491.0,0.0,0.4191714,0.6517312,0.0020367,0.1264368,5.7729885,0.4545455,<=18400.0
446.0,0.0018727,0.4756554,0.6950673,0.0,0.0724638,5.1780415,0.6,<=18400.0
24.0,0.0,0.3928571,0.7083333,0.0,0.1111111,5.0,1.0,<=18400.0
58.0,0.0,0.4911243,0.8793103,0.0,0.3846154,6.34,1.0,<=18400.0
130.0,0.0030211,0.5256798,0.7692308,0.0076923,0.0588235,5.3673469,0.0,<=18400.0
65.0,0.0,0.394958,0.5076923,0.0,0.2142857,6.0196078,0.6666667,<=18400.0
38.0,0.0,0.3863636,0.6052632,0.0,0.0769231,5.03125,1.0,<=18400.0
141.0,0.0,0.3774194,0.5390071,0.0,0.2307692,6.2090909,0.8333333,<=18400.0
109.0,0.0,0.5234657,0.7522936,0.0,0.137931,5.68,1.0,<=18400.0
739.0,0.0,0.4136955,0.6170501,0.0,0.1473684,5.8730469,0.7857143,<=18400.0
56.0,0.0,0.3846154,0.4821429,0.0,0.1,5.3095238,1.0,<=18400.0
91.0,0.0080972,0.4736842,0.7692308,0.0,0.2222222,5.4320988,0.5,<=18400.0
52.0,0.0,0.6129032,0.6923077,0.0,0.0909091,5.28,0.0,<=18400.0
412.0,0.0010471,0.3696335,0.6165049,0.0,0.2413793,5.6477612,0.5714286,<=18400.0
24.0,0.0,0.3833333,0.625,0.0,0.0666667,6.8235294,1.0,<=18400.0
579.0,0.0007593,0.4457099,0.6407599,0.0,0.1627907,5.4325581,0.6428571,<=18400.0
7.0,0.0,0.3888889,0.8571429,0.0,0.0714286,6.4,1.0,<=18400.0
77.0,0.0,0.5194175,0.7662338,0.0,0.1,5.4558824,1.0,<=18400.0
496.0,0.0046168,0.3979686,0.6310484,0.0,0.0273973,6.0523416,1.0,<=18400.0
155.0,0.0,0.4615385,0.7548387,0.0064516,0.0851064,5.537037,0.25,<=18400.0
48.0,0.0,0.4661017,0.8125,0.0208333,0.2222222,5.5526316,1.0,<=18400.0
63.0,0.0,0.4125,0.7777778,0.0,0.0,3.509434,0.0,<=18400.0
48.0,0.0,0.4150943,0.6875,0.0,0.0,5.4285714,0.0,<=18400.0
44.0,0.0083333,0.5,0.7727273,0.0,0.0,5.8536585,0.0,<=18400.0
9.0,0.0,0.5238095,0.5555556,0.0,0.0,6.75,0.0,<=18400.0
18.0,0.0,0.3043478,0.6666667,0.0,0.0,2.75,0.0,<=18400.0
93.0,0.0087719,0.4736842,0.7634409,0.0,0.3157895,5.5753425,1.0,<=18400.0
394.0,0.0,0.4835494,0.6624365,0.3629442,0.147541,5.2955326,0.4444444,<=18400.0
188.0,0.0,0.3490153,0.8829787,0.0,0.0357143,3.4090909,1.0,<=18400.0
54.0,0.0,0.4873418,0.6851852,0.0,0.1428571,6.1333333,1.0,<=18400.0
13.0,0.0,0.4186047,0.9230769,0.0,0.0,5.7272727,0.0,<=18400.0
58.0,0.0,0.4893617,0.6896552,0.0,0.0,5.71875,0.0,<=18400.0
67.0,0.0,0.472973,0.6268657,0.0,0.0540541,5.5,0.5,<=18400.0
151.0,0.0027624,0.4198895,0.6622517,0.0,0.0163934,5.368,1.0,<=18400.0
26.0,0.0,0.3950617,0.8846154,0.0,0.2,6.4347826,0.0,<=18400.0
203.0,0.0022831,0.4474886,0.6896552,0.0,0.0,6.40625,0.0,<=18400.0
